width_inches,height_inches,inventory_number,object_id,object_type,title,unique_id,artist,img_link,color_tags
,,3306,380393,Installation,Target Gulf,0511694583,"Cuevas, Minerva b. 1975",https://api.collectorsystems.com/11184/objects/380393/mainimage,"{'0': '#37374c', '1': '#e1dedc', '2': '#e45533'}"
7.0,1.0,3367,380403,Installation,Untitled (Group 20),0265241486,"Hoyt, Matt b. 1975",https://api.collectorsystems.com/11184/objects/380403/mainimage,"{'0': '#e3e3e3', '1': '#c7c7c6', '2': '#525b61'}"
18.0,4.5,3368,380404,Installation,Untitled (Group 28),9178968303,"Hoyt, Matt b. 1975",https://api.collectorsystems.com/11184/objects/380404/mainimage,"{'0': '#d6d3d3', '1': '#b6b5b5', '2': '#a78978'}"
19.6875,23.625,3324,380407,Work on paper,Pack of Twenty(set of 20),4316029331,"Bjerger, Anna b. 1973",https://api.collectorsystems.com/11184/objects/380407/mainimage,"{'0': '#a6aaa1', '1': '#cfd5d3', '2': '#7c6442'}"
28.1875,29.375,3325.8,380408,Photographs,Ojos (Eyes),0200359128,"Bonillas, I�aki b. 1981",https://api.collectorsystems.com/11184/objects/380408/mainimage,"{'0': '#464648', '1': '#99999c', '2': '#f0f0f1'}"
56.25,25.25,3327.7,380409,Photographs,Untitled (dollar print back),1501751960,"Friedman, Tom b. 1965",https://api.collectorsystems.com/11184/objects/380409/mainimage,"{'0': '#a6a39d', '1': '#dedfdd', '2': '#c7c6c0'}"
82.3125,48.25,3328,380410,Painting,Cultural Shift,2026091571,"Whitten, Jack b. 1939",https://api.collectorsystems.com/11184/objects/380410/mainimage,"{'0': '#7a7b7d', '1': '#bdbfbe', '2': '#3d3e40'}"
50.0,60.0,3329.AP_1,380411,Photographs,Fuchsia Future Bismuth Boiled Puce Poised California Coral Sand Stone; Golden God Rod Radiant Lemon Lactating Saffron Sap; Jade Juiced Emerald Earthquake Foreskin Forest Mass Mold,3218284155,"Sherry, David Benjamin b. 1981",https://api.collectorsystems.com/11184/objects/380411/mainimage,"{'0': '#e594a8', '1': '#c3637c', '2': '#d07e96'}"
48.0625,48.0625,3331,380413,Installation,One Language Traveller 1; One Language Traveller 2; One Language Traveller 3,2450994031,FOS,https://api.collectorsystems.com/11184/objects/380413/mainimage,"{'0': '#998f80', '1': '#ebeae9', '2': '#222831'}"
15.0,22.0,3332.19,380414,Photographs,Ark in Snow,4583263466,"Bradford, Mark & John Mullen",https://api.collectorsystems.com/11184/objects/380414/mainimage,"{'0': '#a59d9e', '1': '#564b4b', '2': '#dcdce0'}"
138.0,122.0,3256,380418,Installation,Windowboxing 2,6217671620,"Ryman, Cordy b. 1971",https://api.collectorsystems.com/11184/objects/380418/mainimage,"{'0': '#4c474a', '1': '#aa9a9b', '2': '#d0cacb'}"
78.75,59.0625,3257,380419,Painting,Sometimes I see what i know and know what I see,2424670677,"Broome, Thomas b. 1971",https://api.collectorsystems.com/11184/objects/380419/mainimage,"{'0': '#4a4e55', '1': '#23262a', '2': '#34383e'}"
126.0,96.0,3258,380420,Painting,Untitled (Human Forms),8409022233,"Bradley, Joe b. 1975",https://api.collectorsystems.com/11184/objects/380420/mainimage,"{'0': '#08090b', '1': '#e4e4e6', '2': '#7a7060'}"
71.5,76.5,3259,380421,Painting,Flamethrower,6829652478,"Moyer, Carrie b. 1960",https://api.collectorsystems.com/11184/objects/380421/mainimage,"{'0': '#c5c4ad', '1': '#7f7f4c', '2': '#262323'}"
48.0,60.0,3260,380422,Painting,I'll Be There When the World is Coming Down Upon Her,1288570582,"Bernhardt, Katherine b. 1975",https://api.collectorsystems.com/11184/objects/380422/mainimage,"{'0': '#947671', '1': '#3a221d', '2': '#d2c5c2'}"
31.5,41.0,3262.98,380423,Work on paper,Boy on Tire,1134538220,"Ligon, Glenn b. 1960",https://api.collectorsystems.com/11184/objects/380423/mainimage,"{'0': '#f8f7f5', '1': '#cabe95', '2': '#594349'}"
48.25,32.25,3263.77,380424,Work on paper,Paper Faces,3770867782,"Condo, George b. 1957",https://api.collectorsystems.com/11184/objects/380424/mainimage,"{'0': '#603e47', '1': '#f8f4f8', '2': '#c49f8f'}"
30.5,29.75,3264.15,380425,Work on paper,Stickball,0535686361,"Fasanella, Ralph 1914 - 1997",https://api.collectorsystems.com/11184/objects/380425/mainimage,"{'0': '#393d24', '1': '#7f8154', '2': '#eeedd9'}"
63.75,51.1875,3265,380426,Painting,Numerous,4347266570,"Shuting, Wang b. 1979",https://api.collectorsystems.com/11184/objects/380426/mainimage,"{'0': '#9b8c5e', '1': '#492115', '2': '#675039'}"
27.5625,70.875,3310,380427,Installation,Waiting and Remembering,8210967392,"Bakowski, Wojciech b. 1979",https://api.collectorsystems.com/11184/objects/380427/mainimage,"{'0': '#eeece8', '1': '#e0dcd8', '2': '#6a6661'}"
31.5,39.375,3311.1,380428,Photographs,El Tatuaje de Eros - Chica Drag�n de Agua,2635426132,"Barreda, Fabiana b. 1967",https://api.collectorsystems.com/11184/objects/380428/mainimage,"{'0': '#f8f6f3', '1': '#5a5435', '2': '#d4ac8c'}"
31.5,39.375,3312,380429,Photographs,El Tatuaje de Eros - Chica Florete Haiku,8958055970,"Barreda, Fabiana b. 1967",https://api.collectorsystems.com/11184/objects/380429/mainimage,"{'0': '#f5f4f4', '1': '#675e39', '2': '#cbb29e'}"
15.75,19.6875,3313,380430,Photographs,El Tatuaje de Eros - Mano Casa,4684553488,"Barreda, Fabiana b. 1967",https://api.collectorsystems.com/11184/objects/380430/mainimage,"{'0': '#e1e1dd', '1': '#b18980', '2': '#6f4d46'}"
59.0625,98.4375,3320,380436,Installation,Untitled,5272340215,"Wieser, Claudia b. 1973",https://api.collectorsystems.com/11184/objects/380436/mainimage,"{'0': '#292325', '1': '#8a8781', '2': '#dbdadc'}"
23.625,23.625,3321.3,380437,Painting,Heaven on earth,3384373042,"Martin, Kris b. 1972",https://api.collectorsystems.com/11184/objects/380437/mainimage,"{'0': '#0d0e10', '1': '#eeeeed', '2': '#6f6d6b'}"
110.0,102.0,3382,380440,Painting,If You Want To Know What Love Is,1940350422,"Bland, Julia",https://api.collectorsystems.com/11184/objects/380440/mainimage,"{'0': '#938678', '1': '#dad7d4', '2': '#7d6841'}"
48.0,48.0,3383,380441,Painting,Untitled (Night Piece),1989615562,"Szlasa, John b. 1982",https://api.collectorsystems.com/11184/objects/380441/mainimage,"{'0': '#8c4567', '1': '#352933', '2': '#c8c7c7'}"
17.0,22.0,3389,380446,Work on paper,Untitled,8896870226,"Kruglyanskaya, Ella b. 1978",https://api.collectorsystems.com/11184/objects/380446/mainimage,"{'0': '#7e6c4b', '1': '#e2ce9f', '2': '#d7cfcb'}"
17.0,19.0,3390,380447,Work on paper,Untitled,0785299574,"Kruglyanskaya, Ella b. 1978",https://api.collectorsystems.com/11184/objects/380447/mainimage,"{'0': '#e6d3a5', '1': '#ded8d6', '2': '#7a6848'}"
18.0,12.0,3391,380448,Work on paper,Untitled,4763855533,"Kruglyanskaya, Ella b. 1978",https://api.collectorsystems.com/11184/objects/380448/mainimage,"{'0': '#e1d8da', '1': '#c2b9b8', '2': '#888082'}"
42.0,73.0,3392,380449,Painting,"Untitled ""D""",1728774426,"Held, Al 1928-2005",https://api.collectorsystems.com/11184/objects/380449/mainimage,"{'0': '#d7ce73', '1': '#2d2922', '2': '#367ab8'}"
84.0,108.0,3393,380450,Painting,Untitled 1,6446569858,"Mead, Nick",https://api.collectorsystems.com/11184/objects/380450/mainimage,"{'0': '#9c9b97', '1': '#f3f2f0', '2': '#3f3e3c'}"
144.0,96.0,3373,380454,Painting,Louise Was My Cousin,4017338946,"Taylor, Henry b. 1958",https://api.collectorsystems.com/11184/objects/380454/mainimage,"{'0': '#2c2c28', '1': '#595957', '2': '#f6f6f5'}"
12.75,16.0,3161,380464,Photographs,Pickle Jar,2623888111,"Freidin, Luke",https://api.collectorsystems.com/11184/objects/380464/mainimage,"{'0': '#cb6c10', '1': '#47220e', '2': '#e9cf7d'}"
53.0,92.0,3162,380465,Work on paper,Untitled,3753728545,"Fried, Zipora b. 1964",https://api.collectorsystems.com/11184/objects/380465/mainimage,"{'0': '#d8d0ca', '1': '#4d4a5e', '2': '#2d2a38'}"
48.0,30.0,3164,380466,Photographs,C.O.,1661124512,"Fried, Zipora b. 1964",https://api.collectorsystems.com/11184/objects/380466/mainimage,"{'0': '#7f7c78', '1': '#d3d2cd', '2': '#242526'}"
32.0,48.0,3165,380467,Installation,Twitterrific,9553268379,"Eilers, Debo b. 1974",https://api.collectorsystems.com/11184/objects/380467/mainimage,"{'0': '#2c506e', '1': '#c8bbb7', '2': '#bc4a18'}"
51.0,67.5,3166,380468,Installation,Coolhaus (green),2777684769,"Eilers, Debo b. 1974",https://api.collectorsystems.com/11184/objects/380468/mainimage,"{'0': '#dbdcd4', '1': '#b1ac91', '2': '#415e39'}"
30.0,40.0,3167.1,380469,Photographs,Woman with Earring,6047703970,"Gordon, Daniel b. 1980",https://api.collectorsystems.com/11184/objects/380469/mainimage,"{'0': '#4c212a', '1': '#7b6769', '2': '#94a3c4'}"
36.0,45.0,3168,380470,Photographs,Portrait in Orange and Blue,6226955798,"Gordon, Daniel b. 1980",https://api.collectorsystems.com/11184/objects/380470/mainimage,"{'0': '#b0abb5', '1': '#261822', '2': '#78595a'}"
20.0,24.0,3169,380471,Photographs,Red Face II,2294534879,"Gordon, Daniel b. 1980",https://api.collectorsystems.com/11184/objects/380471/mainimage,"{'0': '#241b26', '1': '#875b59', '2': '#c2ada8'}"
39.375,137.8125,3170.API_II_3,380472,Installation,Mirrors and Light,0340167228,"Hein, Jeppe b. 1974",https://api.collectorsystems.com/11184/objects/380472/mainimage,"{'0': '#d3c9ba', '1': '#0a0b07', '2': '#3e372c'}"
18.125,16.5625,3171,380473,Work on paper,Stereo,6154643418,"Wilkinson, Michael b. 1965",https://api.collectorsystems.com/11184/objects/380473/mainimage,"{'0': '#d5d5d1', '1': '#8f877e', '2': '#e5e4e3'}"
27.5625,21.25,3212.4,380475,Photographs,3 Ster mit Ausblick,6906836193,"Heinert, J�rgen & Michael Sailstorfer b. 1970 / b. 1979",https://api.collectorsystems.com/11184/objects/380475/mainimage,"{'0': '#90908e', '1': '#ebebea', '2': '#3b3a45'}"
10.0625,15.75,3213,380476,Painting,A uma certa distancia (Ex-Votos) / At a Certain Distance (Ex-Votos) [21],2532373679,"Neuenschwander, Rivane b. 1967",https://api.collectorsystems.com/11184/objects/380476/mainimage,"{'0': '#41423b', '1': '#a2a580', '2': '#e5e5e3'}"
15.75,13.0,3214,380477,Painting,A uma certa distancia (Ex-Votos) / At a Certain Distance (Ex-Votos) [23],6351470915,"Neuenschwander, Rivane b. 1967",https://api.collectorsystems.com/11184/objects/380477/mainimage,"{'0': '#675436', '1': '#9dadaf', '2': '#d9d9d6'}"
15.75,11.25,3215,380478,Painting,A uma certa distancia (Ex-Votos) / At a Certain Distance (Ex-Votos) [31],6479888907,"Neuenschwander, Rivane b. 1967",https://api.collectorsystems.com/11184/objects/380478/mainimage,"{'0': '#e4e4e4', '1': '#aeb5af', '2': '#777e6d'}"
14.75,15.0,3216.1,380479,Photographs,Found Head #1,9128875897,"Holloway, Evan b. 1967",https://api.collectorsystems.com/11184/objects/380479/mainimage,"{'0': '#d9d6da', '1': '#4f4846', '2': '#877b73'}"
14.75,15.0,3217.1,380480,Photographs,Found Head #2,8992373033,"Holloway, Evan b. 1967",https://api.collectorsystems.com/11184/objects/380480/mainimage,"{'0': '#e3e2e4', '1': '#82726b', '2': '#504846'}"
14.75,15.0,3218.1,380481,Photographs,Found Head #3,6684716619,"Holloway, Evan b. 1967",https://api.collectorsystems.com/11184/objects/380481/mainimage,"{'0': '#554e4b', '1': '#c3bdbd', '2': '#fefefe'}"
14.75,15.0,3219,380482,Photographs,Found Head #4,3520440517,"Holloway, Evan b. 1967",https://api.collectorsystems.com/11184/objects/380482/mainimage,"{'0': '#fdfdfd', '1': '#615752', '2': '#d1ccd1'}"
14.75,15.0,3220.1,380483,Photographs,"Found Head, #5",3897370997,"Holloway, Evan b. 1967",https://api.collectorsystems.com/11184/objects/380483/mainimage,"{'0': '#d5d3d6', '1': '#464140', '2': '#786e67'}"
22.4375,17.6875,2932,380484,Work on paper,RMB City Sketch,2242291579,"Fei, Cao b. 1978",https://api.collectorsystems.com/11184/objects/380484/mainimage,"{'0': '#f0f1e9', '1': '#787a7d', '2': '#c3050d'}"
31.5,41.3125,2935,380487,Work on paper,Torch,6073816970,"Guanzhong, Wu 1919-2010",https://api.collectorsystems.com/11184/objects/380487/mainimage,"{'0': '#2e2a37', '1': '#821747', '2': '#854869'}"
31.5,38.1875,2936,380488,Work on paper,The Woman in Blue,5678374489,"Erchun, Luo b. 1929",https://api.collectorsystems.com/11184/objects/380488/mainimage,"{'0': '#1d5ab2', '1': '#7f7573', '2': '#a6a8c6'}"
39.375,31.5,2937,380489,Work on paper,Striving to be number one,2813899840,"Dehai, Pan b. 1956",https://api.collectorsystems.com/11184/objects/380489/mainimage,"{'0': '#a7420d', '1': '#24333d', '2': '#b7a05a'}"
,,2943,380495,Photographs,"Giessen, Germany",0244044412,"Mack, John b. 1976",https://api.collectorsystems.com/11184/objects/380495/mainimage,"{'0': '#b1b1b2', '1': '#505050', '2': '#0f0f0f'}"
101.9375,76.375,2944,380496,Painting,INFINITY NETS OPRZT,6303304866,"Kusama, Yayoi b. 1929",https://api.collectorsystems.com/11184/objects/380496/mainimage,"{'0': '#aaa098', '1': '#d1c9c4', '2': '#bfb7b0'}"
8.0,10.0,2985,380498,Photographs,Rockefeller Center,9791635946,"Abbott, Berenice 1898-1991",https://api.collectorsystems.com/11184/objects/380498/mainimage,"{'0': '#c7c3b2', '1': '#3a3a2f', '2': '#7d7d70'}"
5.0,3.0,2986.2,380499,Prints,"Evel Knievel (1974,1996)",3849581328,"Edmier, Keith b. 1967",https://api.collectorsystems.com/11184/objects/380499/mainimage,"{'0': '#e6eddb', '1': '#736458', '2': '#22232b'}"
118.125,78.75,2989,380502,Painting,The War Lord,7567039175,"Zhao, Gang",https://api.collectorsystems.com/11184/objects/380502/mainimage,"{'0': '#85402e', '1': '#bc9b91', '2': '#fdfcfc'}"
11.5,23.0,2991,380504,Installation,V5,8156525016,"Ryman, Cordy b. 1971",https://api.collectorsystems.com/11184/objects/380504/mainimage,"{'0': '#d9d5cc', '1': '#8b6743', '2': '#b9a98f'}"
3.0,144.0,2992,380505,Installation,Yellow Spine,4722286046,"Ryman, Cordy b. 1971",https://api.collectorsystems.com/11184/objects/380505/mainimage,"{'0': '#e0d9ce', '1': '#c1b6a0', '2': '#88775d'}"
7.5,9.0625,3036,380520,Work on paper,Untitled,3115885063,"Roscic, Tanja b. 1980",https://api.collectorsystems.com/11184/objects/380520/mainimage,"{'0': '#e8e5ea', '1': '#8e807f', '2': '#292228'}"
6.3125,9.4375,3037,380521,Work on paper,Untitled,8660202439,"Roscic, Tanja b. 1980",https://api.collectorsystems.com/11184/objects/380521/mainimage,"{'0': '#231e21', '1': '#c1aaaf', '2': '#856f73'}"
28.375,39.375,3038,380522,Painting,"Untitled (from the ,,The Witch And The Philosopher's Egg"", Series",4777968120,"Roscic, Tanja b. 1980",https://api.collectorsystems.com/11184/objects/380522/mainimage,"{'0': '#463f3d', '1': '#b2aea4', '2': '#e0e4eb'}"
68.875,78.75,3039,380523,Painting,o.t.,6962081132,"Cahn, Miriam b. 1949",https://api.collectorsystems.com/11184/objects/380523/mainimage,"{'0': '#e3cbac', '1': '#be8885', '2': '#454f59'}"
32.375,20.0625,3040,380524,Painting,Chapter 12: iamb [concentric circles with edges],8436060605,"Quaytman, R. H. b. 1961",https://api.collectorsystems.com/11184/objects/380524/mainimage,"{'0': '#807781', '1': '#ab9da6', '2': '#f8f7f3'}"
32.375,20.0625,3041,380525,Painting,Chapter 1: The Sun (before the film with edges),1697371955,"Quaytman, R. H. b. 1961",https://api.collectorsystems.com/11184/objects/380525/mainimage,"{'0': '#eae9e5', '1': '#ab9d8a', '2': '#242223'}"
20.0,12.375,3042,380526,Painting,Caption,6429712481,"Quaytman, R. H. b. 1961",https://api.collectorsystems.com/11184/objects/380526/mainimage,"{'0': '#b8ae9b', '1': '#817761', '2': '#dddedc'}"
23.625,31.5,3044,380528,Painting,Coat of Paint,6144285406,"Frost, Alistair b. 1981",https://api.collectorsystems.com/11184/objects/380528/mainimage,"{'0': '#a6a6a5', '1': '#d9dade', '2': '#44484a'}"
31.5,39.375,3045,380529,Painting,Bum,7036650321,"Frost, Alistair b. 1981",https://api.collectorsystems.com/11184/objects/380529/mainimage,"{'0': '#fafaf9', '1': '#343635', '2': '#7a94a0'}"
94.5,64.9375,3098,380533,Installation,Hardwood,8145341471,"Longly, George Henry b. 1978",https://api.collectorsystems.com/11184/objects/380533/mainimage,"{'0': '#c1bbb1', '1': '#e5e4df', '2': '#554d3f'}"
11.8125,39.375,3100,380535,Installation,"Maquette of 1100 St, 1",8622886624,"Batchelor, David b. 1955",https://api.collectorsystems.com/11184/objects/380535/mainimage,"{'0': '#62548b', '1': '#d9cb79', '2': '#fcfcfb'}"
11.8125,39.375,3101,380536,Installation,"Maquette of 1100 St, 2",0362494066,"Batchelor, David b. 1955",https://api.collectorsystems.com/11184/objects/380536/mainimage,"{'0': '#fcfcfb', '1': '#dab46d', '2': '#3b6fa5'}"
13.0,10.25,3105,380540,Work on paper,Untitled Drawing #31,0931303363,"Hendren, David b. 1978",https://api.collectorsystems.com/11184/objects/380540/mainimage,"{'0': '#ba9778', '1': '#eeece2', '2': '#323030'}"
13.0,11.0,3266,380541,Work on paper,Early Conception of the Manhattanville Campus for Columbia University,0740650809,"Piano, Renzo",https://api.collectorsystems.com/11184/objects/380541/mainimage,"{'0': '#bdb2a9', '1': '#f5f5fb', '2': '#605860'}"
14.0,11.5,3267.11,380542,Work on paper,Sledge Puller,4462073213,"Childish, Billy b. 1959",https://api.collectorsystems.com/11184/objects/380542/mainimage,"{'0': '#3f3f36', '1': '#9d9788', '2': '#dcd4c1'}"
25.0,31.25,3268,380543,Work on paper,Dear David Johnson...,9236627850,"Van de Velde, Rinus b. 1983",https://api.collectorsystems.com/11184/objects/380543/mainimage,"{'0': '#d4d4d4', '1': '#2d2d2d', '2': '#8d8d8d'}"
51.25,43.25,3269,380544,Work on paper,Dear David Johnson...,6112781235,"Van de Velde, Rinus b. 1983",https://api.collectorsystems.com/11184/objects/380544/mainimage,"{'0': '#d3d3d3', '1': '#888888', '2': '#333333'}"
67.5,57.0,3270,380545,Work on paper,Dear David Johnson...,0647464523,"Van de Velde, Rinus b. 1983",https://api.collectorsystems.com/11184/objects/380545/mainimage,"{'0': '#888888', '1': '#303030', '2': '#bcbcbc'}"
29.0,39.0,3271.1,380546,Photographs,"Anonymous, Los Angeles, 2009",7432358341,"Grannan, Katy b. 1969",https://api.collectorsystems.com/11184/objects/380546/mainimage,"{'0': '#ebeae7', '1': '#bd9176', '2': '#aa1b1c'}"
29.0,39.0,3272.1,380547,Photographs,"Anonymous, San Francisco, 2009",2305232749,"Grannan, Katy b. 1969",https://api.collectorsystems.com/11184/objects/380547/mainimage,"{'0': '#3a633d', '1': '#8f9e95', '2': '#e3e0da'}"
19.0,13.0,3273,380548,Work on paper,Welding,8882174147,"Tonsfeldt, Josh b. 1979",https://api.collectorsystems.com/11184/objects/380548/mainimage,"{'0': '#374351', '1': '#74787a', '2': '#c8cdd3'}"
7.875,7.875,2386,380550,Painting,Bathers,4137604493,"Orr, Christopher b. 1967",https://api.collectorsystems.com/11184/objects/380550/mainimage,"{'0': '#1c1917', '1': '#51594f', '2': '#7e8780'}"
60.0,84.0,2387,380551,Painting,The Disturbance,0540646236,"Atherton, Hope b. 1974",https://api.collectorsystems.com/11184/objects/380551/mainimage,"{'0': '#0f0d0c', '1': '#61564f', '2': '#d3d3d3'}"
14.0,11.0,2392.5,380555,Photographs,Poster Sale,8852356424,"Jankowski, Christian b. 1968",https://api.collectorsystems.com/11184/objects/380555/mainimage,"{'0': '#6d584f', '1': '#f0efed', '2': '#c0bcb9'}"
51.1875,86.625,2393,380556,Painting,Mann und Frau,8889375268,"Geis, Axel b. 1970",https://api.collectorsystems.com/11184/objects/380556/mainimage,"{'0': '#3c3631', '1': '#c4bfbd', '2': '#82776c'}"
,,2396,380557,Photographs,Lost Bromide (KT-u036),2628919130,"Taguchi, Kazuna b. 1979",https://api.collectorsystems.com/11184/objects/380557/mainimage,"{'0': '#222325', '1': '#8f8f91', '2': '#dfdfde'}"
47.25,37.375,2397.5,380558,Photographs,The surface of the water was as still as a mirror (KT-e013),4303640356,"Taguchi, Kazuna b. 1979",https://api.collectorsystems.com/11184/objects/380558/mainimage,"{'0': '#838383', '1': '#060606', '2': '#121212'}"
39.375,27.5625,2401,380561,Work on paper,Serie Voyance-Sans titre (jumelle),9866032915,"Flumet, Jo�lle b. 1971",https://api.collectorsystems.com/11184/objects/380561/mainimage,"{'0': '#849eae', '1': '#fbfcfd', '2': '#2f3236'}"
31.5,39.375,3046,380562,Painting,Untitled (Tick),1925479002,"Frost, Alistair b. 1981",https://api.collectorsystems.com/11184/objects/380562/mainimage,"{'0': '#dcd8d1', '1': '#e7d613', '2': '#674944'}"
55.125,59.0625,3047,380563,Painting,Untitled,0191806872,"Frost, Alistair b. 1981",https://api.collectorsystems.com/11184/objects/380563/mainimage,"{'0': '#eae4e2', '1': '#393a60', '2': '#ae8c86'}"
11.8125,9.4375,3048,380564,Photographs,Essen 1990,2299525111,"Brohm, Joachim b. 1955",https://api.collectorsystems.com/11184/objects/380564/mainimage,"{'0': '#382010', '1': '#62694b', '2': '#8e9d81'}"
11.0,9.0625,3050,380566,Photographs,History as a Story,8976782139,"Meana, Fran b. 1982",https://api.collectorsystems.com/11184/objects/380566/mainimage,"{'0': '#a59c95', '1': '#38302e', '2': '#827974'}"
11.6875,8.25,3056.1,380568,Video  installation,Monument,2861892873,"Reich, Johanna b. 1977",https://api.collectorsystems.com/11184/objects/380568/mainimage,"{'0': '#bfb929', '1': '#e5f3f4', '2': '#1f090c'}"
69.0,50.25,3057.1,380569,Photographs,World War Chris,8447364063,"Chiappa, Christopher b. 1970",https://api.collectorsystems.com/11184/objects/380569/mainimage,"{'0': '#3d3c37', '1': '#8d8877', '2': '#c5c5c2'}"
,,3058.1,380570,Video  installation,Untitled (Yawn),1706263385,"Bismuth, Julien b. 1973",https://api.collectorsystems.com/11184/objects/380570/mainimage,"{'0': '#819aac', '1': '#594f40', '2': '#241c16'}"
19.6875,27.5625,3059.1,380571,Photographs,Armani,7453709517,"Buetti, Daniele b. 1955",https://api.collectorsystems.com/11184/objects/380571/mainimage,"{'0': '#797b65', '1': '#1f1e18', '2': '#cacfbe'}"
24.0,18.0,2779.3,380573,Photographs,Futuresongs,4599960879,"Dack, Sean b. 1976",https://api.collectorsystems.com/11184/objects/380573/mainimage,"{'0': '#0d0d0d', '1': '#2b2b2b', '2': '#616161'}"
24.0,20.0,2782,380575,Work on paper,Miss May,8032082831,"Smith, Kiki b. 1954",https://api.collectorsystems.com/11184/objects/380575/mainimage,"{'0': '#85866b', '1': '#aab79e', '2': '#575346'}"
118.125,147.625,2783.1,380576,Installation,Twilight. The folded space and the wrapped up soul,7458103567,"Franck, Peggy b. 1978",https://api.collectorsystems.com/11184/objects/380576/mainimage,"{'0': '#414044', '1': '#bfc4cb', '2': '#909395'}"
,,2784.5,380577,Video  installation,Ac�phal Magical,7493768682,"Isenstein, Jamie b. 1975",https://api.collectorsystems.com/11184/objects/380577/mainimage,"{'0': '#79a397', '1': '#0f1106', '2': '#456753'}"
43.3125,31.5,2785,380578,Photographs,"A country road. A tree. Evening. Lackandarragh looking towards Ballyreagh, County Wicklow",5021144921,"Byrne, Gerard b. 1969",https://api.collectorsystems.com/11184/objects/380578/mainimage,"{'0': '#4b1b1d', '1': '#b76b3a', '2': '#4f4dd6'}"
27.5625,32.6875,2787,380579,engravings,'Doppelg�nger',0929292861,"McDevitt, Paul b. 1972",https://api.collectorsystems.com/11184/objects/380579/mainimage,"{'0': '#91745b', '1': '#f1f0f0', '2': '#c8c1c0'}"
39.9375,30.3125,2789,380580,Work on paper,Clearing 70,1965001390,"Gormley, Antony b. 1950",https://api.collectorsystems.com/11184/objects/380580/mainimage,"{'0': '#969287', '1': '#acab9f', '2': '#a5a296'}"
86.25,121.5,2791,380582,Installation,Untitled,7282903267,"Bohl, Henning b. 1975",https://api.collectorsystems.com/11184/objects/380582/mainimage,"{'0': '#9c5859', '1': '#d3d4d4', '2': '#234476'}"
83.0625,25.1875,2792,380583,Painting,Charcoal C,7633385698,"Tayou, Pascale Marthine b. 1967",https://api.collectorsystems.com/11184/objects/380583/mainimage,"{'0': '#85694b', '1': '#f5efe4', '2': '#28211c'}"
96.4375,78.75,2569,380590,Painting,Faehrtenlandung,9381417263,"Harms, Bendix b. 1967",https://api.collectorsystems.com/11184/objects/380590/mainimage,"{'0': '#908e8e', '1': '#b5b4bc', '2': '#595e5a'}"
27.5625,52.375,3149,380593,Work on paper,Prospetto del Nuovo Navale di Ripetta 1704,3404568638,"Specchi, Alessandro",https://api.collectorsystems.com/11184/objects/380593/mainimage,"{'0': '#c5c4b3', '1': '#8c8b7b', '2': '#f0efe3'}"
12.625,8.5625,3152.7,380596,Photographs,Special edition of Stunned Man / The Trilogy of Failure/Part II,9593053768,"Rosefeldt, Julian b. 1965",https://api.collectorsystems.com/11184/objects/380596/mainimage,"{'0': '#393a3c', '1': '#636968', '2': '#a09e9d'}"
44.0,49.0,3156,380600,Painting,Woody Guthrie (2),7637866156,"Fairey, Shepard b. 1970",https://api.collectorsystems.com/11184/objects/380600/mainimage,"{'0': '#e0ae82', '1': '#4b291e', '2': '#b16343'}"
57.0,82.0,2579,380601,Painting,The Type,7758645477,"Scheibitz, Thomas b. 1968",https://api.collectorsystems.com/11184/objects/380601/mainimage,"{'0': '#414b4a', '1': '#3339d6', '2': '#e3e3d9'}"
0.125,57.5,2580,380602,Photographs,Untitled,3634366464,"Walker, Kelley b. 1969",https://api.collectorsystems.com/11184/objects/380602/mainimage,"{'0': '#a19fa7', '1': '#d3d6e0', '2': '#635050'}"
24.0,20.0,2583,380603,Installation,A Dozen Eggs on Gold,2818567052,"Funes, Felisa",https://api.collectorsystems.com/11184/objects/380603/mainimage,"{'0': '#fdfdfc', '1': '#77421b', '2': '#a5682c'}"
21.0,21.0,2584,380604,Installation,Halo,4172322770,"Funes, Felisa",https://api.collectorsystems.com/11184/objects/380604/mainimage,"{'0': '#171c20', '1': '#817c73', '2': '#fcfcfc'}"
19.0,13.0,2586,380606,Work on paper,Storm King,6670546899,"Di Suvero, Mark b. 1933",https://api.collectorsystems.com/11184/objects/380606/mainimage,"{'0': '#816245', '1': '#ecede3', '2': '#9fb8b0'}"
44.0,47.5,2587.1,380607,Photographs,The Colombian,3587035215,"Ritson, Boo b. 1969",https://api.collectorsystems.com/11184/objects/380607/mainimage,"{'0': '#c3a288', '1': '#472312', '2': '#976d53'}"
44.0,47.5,2588.1,380608,Photographs,The Girlfriend,2170818074,"Ritson, Boo b. 1969",https://api.collectorsystems.com/11184/objects/380608/mainimage,"{'0': '#d8b088', '1': '#5a140b', '2': '#9d705f'}"
44.0,44.0,2589,380609,Painting,Giulio,9724895227,"Chen, Yi b. 1974",https://api.collectorsystems.com/11184/objects/380609/mainimage,"{'0': '#573329', '1': '#b5723e', '2': '#ae8dc7'}"
15.5,19.0,2596,380610,Work on paper,The Curiosity Shop (interior detail),9102021671,"Dion, Mark b. 1961",https://api.collectorsystems.com/11184/objects/380610/mainimage,"{'0': '#caa6b8', '1': '#edeef7', '2': '#dad0de'}"
